Set, name,GC02,GC03,GC04,GC05,GC06,GC07,GC08,GC09,GC10,GC11,GC12,DC02,DC03,DC04,DC05,DC06,DC07,DC08,DC09,DC10,DC11,DC12,	Specialty,S1,S2,S3,S4,S5,S6,	SubA, SubB, TagA, TagB,	PriorityS,	PriorityT,OC02,OC03,OC04,OC05,OC06,OC07,OC08,OC09,OC10,OC11,OC12,RO02,RO03,RO04,RO05,RO06,RO07,RO08,RO09,RO10,RO11,RO12,	SetA, TT, Card Rating,oc_prob,total_points,dq_prob,pa_prob,sub_prob,xx_prob,submission,tag_team_save,SubX,SubY,TagX,TagY,DisplayName,Division
SuperSet '84,Road Warrior Hawk,DC,DC,DC,DC,OC,OC/TT,OC,OC,OC,DC,OC,B,A,C,A,A,A,B,Reverse,A,B,B,Warrior Smash,12,15,9 P/A,14 P/A,10,12,"[""2""","""3""]","[""6""","""12""]",5,4,Int By Ellering 9 P/A,Spinebreaker 5*,Lariot 7,Shoulder Buster 7,Arm Twist 6,One Handed Body Slam 10,Rear Chinlock 8 (xx),Warrior Smash (S),Wrench Bicep 8,Spit In Face 5,Ropes,N/A,Tangle Foe In Ropes 8,Lariot 9 P/A,Lariot 9 P/A,Cross Body Block 6,Tangle Foe In Ropes 8,Throw Out Of Ring (DQ),N/A,Throw Out Of Ring (DQ),Concrete Bodyslam 9,N/A,SuperSet '84,16.7%,11.1,66.7%,5.973,0.4%,4.7%,3.7%,9.3%,8.3%,72.2%,2,3,6,12,RWHaw,Midcard
SuperSet '84,Iron Sheik (NEEDS UPDATE),DC,OC/TT,OC,OC,OC,OC,OC,DC,DC,DC,DC,B,A,A,B,C,A,B,A,Reverse,A,B,Camel Clutch,10*,11*,12*,12,11,10,"[""2""","""5""]","[""8""","""12""]",5,1,Smash With Clubs 11 P/A,Kick Out Of Ring (DQ),Sidewinder Suplex 11,Elbow To Throat 10 (xx),Blatant Chokehold 5,Monkey Flip 7,Double Fisted Body Smash 8,Iranian Backstretcher 9*,Camel Clutch (S),Lunge At Face 5,Ropes,Kick To Midsection 6,N/A,N/A,Cross Body Block 7,N/A,Throw Out Of Ring (DQ),Throw Out Of Ring (DQ),N/A,Ayatollah Slam 9,Monkey Flip 6,Reverse Cradle 8 P/A,SuperSet '84,5.6%,11.0,69.4%,6.072,4.4%,2.0%,10.6%,7.7%,27.8%,41.7%,2,5,8,12,IronSh,Regional Champion
SuperSet '84,Iron Sheik,DC,OC/TT,OC,OC,OC,OC,OC,DC,DC,DC,DC,B,A,A,B,C,A,B,A,Reverse,A,B,Camel Clutch,10*,11*,12*,12,11,10,"[""2""",6,"[""8""","""12""]",5,1,Smash With Clubs 11 P/A,Kick Out Of Ring (DQ),Sidewinder Suplex 11,Elbow To Throat 10 (xx),Blatant Chokehold 5,Monkey Flip 7,Double Fisted Body Smash 8,Iranian Backstretcher 9*,Camel Clutch (S),Lunge At Face 5,Ropes,Kick To Midsection 6,N/A,N/A,Cross Body Block 7,N/A,Throw Out Of Ring (DQ),Throw Out Of Ring (DQ),N/A,Ayatollah Slam 9,Monkey Flip 6,Reverse Cradle 8 P/A,SuperSet '84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IronSh,Regional Champion
SuperSet '84,Billy Jack,DC,DC,DC,OC/TT,DC,OC,OC,OC,OC,OC,DC,B,A,B,Reverse,A,A,C,A,A,B,B,Billy Jack Breaker,11,10,9 P/A,10 P/A,9,11,"[""2""","""5""]","[""2""","""5""]",5,2,Bow And Arrow 12*,Test Of Strength 6 (xx),Hip Roll 7,Turnbuckle Chop 8,Full Nelson 6,Indian Sidelock 7,Side Underhook 8,Billy Jack Breaker (S),Knife Hand Smash 9,Oregon Bodyslam 11 P/A,Ropes,Bearhug 9*,Billy Jack Breaker (S),N/A,N/A,Shoulder Block 8,Shoulder Block 8,Bearhug 7*,Oregon Bodyslam 9 P/A,N/A,Bearhug 6*,N/A,SuperSet '84,11.1%,10.9,66.7%,6.001,0.0%,6.4%,2.3%,3.7%,27.8%,27.8%,2,5,2,5,BillyJH,Young Star
SuperSet '84,Great Kabuki (NEEDS UPDATE),DC,OC,OC/TT,DC,OC,OC,OC,DC,DC,DC,DC,A,C,B,B,A,B,A,B,A,Reverse,A,Oriental Leg Drop,10 P/A,12,13,11 P/A,9,11,"[""2""","""7""]","[""9""","""12""]",4,2,Spits Green Fog 20 P/A,Attacks With Nunchuks 9,Throw Through Ropes (DQ),Overhead Flip 6,Wrist Spin 6,Martial Arts 7,Bodyslam 7,Oriental Leg Drop (S),Reverse Kick To Chin 7 (xx),Cranial Nerve Pinch 8*,Ropes,N/A,N/A,Flying Leg Chop 7,N/A,Back Body Flip 6,Chop To Throat 8,Chop To Back 9,Chop To Gut 9,N/A,Overhead Flip 7 P/A,N/A,SuperSet '84,8.3%,8.5,58.3%,4.923,4.9%,3.9%,3.2%,4.9%,58.3%,27.8%,2,7,9,12,GreatK,Midcard
SuperSet '84,Great Kabuki,DC,OC,OC/TT,DC,OC,OC,OC,DC,DC,DC,DC,A,C,B,B,A,B,A,B,A,Reverse,A,Oriental Leg Drop,10 P/A,12,13,11 P/A,9,11,"[""2""","""7""]","[""9""","""12""]",4,2,Spits Green Fog 20 P/A,Attacks With Nunchuks 9,Throw Through Ropes (DQ),Overhead Flip 6,Wrist Spin 6,Martial Arts 7,Bodyslam 7,Oriental Leg Drop (S),Reverse Kick To Chin 7 (xx),Cranial Nerve Pinch 8*,Ropes,N/A,N/A,Flying Leg Chop 7,N/A,Back Body Flip 6,Chop To Throat 8,Chop To Back 9,Chop To Gut 7,N/A,Overhead Flip 7 P/A,N/A,SuperSet '84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GreatK,Midcard
SuperSet '84,Krusher Khrushchev,OC,OC,OC,DC,OC,DC,OC,DC,OC/TT,OC,OC,A,B,A,B,A,B,B,C,Reverse,A,A,Krusher Krunch,12 P/A,8,10 P/A,8,10,12,"[""2""","""5""]","[""9""","""12""]",4,2,Ropes,Overhead Double Smash 9,Hanging Suplex 9 P/A,Win Test Of Strength 8,Inverted Bodyslam 6,Forearm Smashes 7,Full Nelson 6 (xx),Kick To Groin 9,Krusher Krunch (S),Throw Into Crowd (DQ),Praise Soviet Union 5,Cross Body Block 9,N/A,Shoulder Smash 6,N/A,Throw Out Of Ring (DQ),Cross Body Block 8,Krusher Krunch (S),N/A,N/A,Turnbuckle Smash 9,Jump Off Top Rope 5 P/A,SuperSet '84,8.3%,9.0,61.1%,5.073,3.6%,6.9%,0.0%,8.5%,27.8%,27.8%,2,5,9,12,KrusherK,Midcard
SuperSet '84,Blackjack Lanza,OC,OC,OC,OC/TT,OC,OC,DC,DC,DC,OC,DC,A,Reverse,B,B,A,A,A,B,A,C,B,Brain Claw,10*,12,11,10*,12,11,"[""2""","""5""]","[""8""","""12""]",5,2,Ropes,Neck Claw 9,Smash To Jaw 6,Side Headlock 7 (xx),Boot To Face 8,Forearm Smashes 9,Full Nelson 8,Face Lock 6,Brain Claw (S),Shoulder Buster 6 P/A,Elbow Drop 12,Throw Out Of Ring (DQ),Throw Out Of Ring (DQ),N/A,Brain Claw (S),N/A,Brain Claw (S),Shoulder Smash 6,Cross Body Block 7,N/A,Neck Claw 8 P/A,N/A,SuperSet '84,11.1%,10.5,63.9%,5.632,0.1%,3.6%,1.9%,7.1%,27.8%,41.7%,2,5,8,12,BlackL,Midcard
SuperSet '84,Masked Superstar,OC,DC,DC,DC,OC,OC,OC,OC,DC,OC/TT,DC,B,A,B,C,A,A,Reverse,B,B,A,A,Corkscrew Neckbreaker,15,12 P/A,13 P/A,14 P/A,11,10,"[""2""","""4""]","[""9""","""12""]",5,1,Ropes,Throw Over Top Ropes (DQ),Shoulder Block 8 (xx),Head Smash To Gut 8,Stomp Opponent 9,Smash To Windpipe 8,Ram Into Turnbuckle 7,Arm Drag 6,Snapmare 7,Corkscrew Neckbreaker (S),Superplex 11 P/A,Reverse Sunset 11 P/A,N/A,N/A,N/A,N/A,Cross Body Block 6 P/A,Ram Into Ringpost 7,Shoulder Smash 7 P/A,Throw Into Crowd (DQ),Shoulder Smash 6,Shoulder Smash 6,SuperSet '84,5.6%,10.7,63.9%,5.681,3.7%,4.1%,0.0%,5.3%,16.7%,27.8%,2,4,9,12,MaskSup,Regional Champion
SuperSet '84,Bugsy McGraw,OC,OC,OC,OC,DC,OC,DC,OC/TT,DC,OC,OC,B,A,A,B,B,A,A,Reverse,C,B,A,Uncle Bugs' Body Slam,12,10,12,10 P/A,9 P/A,11,"[""2""","""6""]","[""2""","""5""]",4,2,Ropes,Dump On Turnbuckle 5,Stomp To Midsection 7,Uppercut To Jaw 6,Bearhug 9,Roundhouse To Face 7,Reverse Elbow Drop 6,Full Nelson 7 (xx),Uncle Bugs' Body Slam (S),Throw Out Of Ring (DQ),Stomp On Ankle 8,Ram With Shoulder 5,N/A,Uncle Bugs' Body Slam (S),N/A,Cross Body Block 7,Kick To Midsection 6,N/A,Kneedrop Off Rope 10 P/A,Revrse Rabbitkick 8,N/A,Throw Out Of Ring (DQ),SuperSet '84,11.1%,8.9,63.9%,5.167,3.6%,2.0%,0.0%,7.1%,41.7%,27.8%,2,6,2,5,BugsyMc,Super Heavyweight
SuperSet '84,Kendo Nagasaki,OC,DC,DC,OC,OC,OC,DC,OC/TT,DC,OC,DC,B,Reverse,B,A,A,B,B,A,A,C,A,Martial Arts,12,11,10,9 P/A,8 P/A,10,"[""2""","""5""]","[""8""","""12""]",4,2,Ropes,Bite Enemy's Forehead 8,Side Karate Kick 6 (xx),Ninja Throat Lunge 9,Overhead Double Chop 6,Oriental Face Rake 6,Reverse Crescent Kick 8,Martial Arts (S),Kendo Stick Slash 9,Scissorhold 9*,Chop Out Of Ring (DQ),N/A,Sidewinder Smash 9,Side Karate Thrust 7,Back Body Drop 6,N/A,Throw Out Of Ring (DQ),Ninja Throat Lunge 7 P/A,N/A,Crescent Kick 9,N/A,Shoulder Smash 8,SuperSet '84,11.1%,9.0,61.1%,5.145,2.0%,2.5%,3.4%,5.1%,27.8%,41.7%,2,5,8,12,KendNag,Midcard
SuperSet '84,Mr. Wonderful Paul Orndorff (MISSING PAGE),DC,DC,OC,DC,OC,DC,OC,OC,OC/TT,OC,OC,A,B,A,B,A,A,C,Reverse,B,A,B,Piledriver,9,10,8 P/A,11,10 P/A,10,"[""2""","""4""]","[""7""","""12""]",5,2,Sledgehammer 9,Atomic Knee Drop 12 P/A,Throw Over Top Rope (DQ),Hanging Suplex 9,Drop Toe Hold 5,Slingshot 8,Bodyslam 7 (xx),Legsmash To Windpipe 6,Piledriver (S),Overhead Face Slam 7,Ropes,Shoulder Block 6,N/A,N/A,Kick To Groin 5,Knee Smash To Face 8 P/A,Throw Out Of Ring (DQ),Knee Smash To Face 8 P/A,N/A,Slingshot 10 P/A,N/A,Slingshot 8,SuperSet '84,8.3%,10.5,63.9%,5.412,5.6%,6.0%,0.0%,8.9%,16.7%,58.3%,2,4,7,12,PaulOrn,Midcard
SuperSet '84,Panama Gang,DC,DC,OC,DC,OC/TT,OC,OC,DC,OC,DC,OC,A,A,B,B,A,B,A,C,B,Reverse,B,Great Big Splash,9 P/A,8,10 P/A,11,12,12 P/A,"[""2""","""5""]","[""2""","""6""]",5,3,Throw Out Of Ring (DQ),Overhead Power Smash 11,Great Big Splash (S),Sledgehammer To Chest 6,Battering Ram 8,Elbow Slam To Face 9,Head Butt 6,One Man Bodyslam 9 (xx),Piledriver 8 P/A,Strangle With Chains 11,Ropes,N/A,Great Big Splash (S),Great Big Splash (S),Great Big Splash (S),N/A,Belly Bump 9,N/A,N/A,Elbow Drop 6,Shoulder Smash 6,Cross Body Block 8,SuperSet '84,13.9%,10.7,63.9%,5.728,1.8%,8.2%,0.0%,7.1%,27.8%,41.7%,2,5,2,6,OMG,Super Heavyweight
SuperSet '84,Iceman King Parsons,OC,DC,OC,DC,OC,OC,OC,OC/TT,DC,DC,DC,A,B,B,C,A,A,A,B,Reverse,B,A,Sleeper,9*,10,9,8*,10,9*,"[""2""","""5""]","[""10""","""12""]",5,2,Roll Up 10 P/A,Sleeper (S),Overhead Bodyslam 9,Cocobutt 9 (xx),Winding Fist Smash 7,Flying Elbow Drop 8,Thrust To Gut 5,Clothesline 6,Dive Off Top Rope 8,Adbominal Stretch 10,Ropes,Fist Smash 6,N/A,N/A,Throw Out Of Ring (DQ),Clothesline 9,Clothesline 8,Sleeper (S),N/A,N/A,Reverse Cradle 6 P/A,Elbow Smash 5,SuperSet '84,11.1%,10.5,66.7%,5.666,0.2%,2.0%,2.0%,7.4%,27.8%,16.7%,2,5,10,12,IceKPar,Regional Champion
SuperSet '84,Hacksaw Butch Reed,DC,DC,OC,OC/TT,OC,OC,OC,DC,DC,DC,DC,A,C,Reverse,A,B,A,B,A,B,A,B,Press And Slam,12 P/A,10,10,11 P/A,12,10,"[""2""","""5""]","[""2""","""6""]",5,2,Ropes,Airplane Spin 9,Press And Slam (S),Forearm Smashes 5 (xx),Slam Into Turnbuckle 10,Elbow Smash To Face 6,Choke 8,Slash With Foreign Object 7,Throw Out Of Ring (DQ),Bodyslam 10 P/A,Sleeperhold 10*,Back Body Drop 7,N/A,Boot To Face 8,N/A,Press And Slam (S),Cross Body Block 9,Shoulder Smash 6,N/A,Press And Slam (S),N/A,Shoulder Block 8,SuperSet '84,11.1%,10.4,63.9%,5.454,5.3%,5.5%,1.8%,7.1%,27.8%,41.7%,2,5,2,6,ButcRee,Regional Champion
SuperSet '84,Jake 'The Snake' Roberts,OC,DC,OC/TT,OC,DC,OC,OC,DC,OC,DC,OC,B,B,A,B,A,B,A,C,Reverse,A,B,DDT,10,12 P/A,12 P/A,14,13,11,"[""2""","""6""]","[""2""","""7""]",4,2,Piledrive To Concrete (DQ),Shove Out Of Ring (DQ),DDT (S),Foreign Object Slash 9,Knee Stomp To Face 6,Kick To Lower Gut 5,Wraparound Shoulderblock 6,Overhead Bodyslam 8,Neckbreaker 8 (xx),Crushing Kneelift 10 P/A,Ropes,Shoulder Smash 7,Kick To Midsection 6,N/A,Throw Out Of Ring (DQ),N/A,Turnbuckle Smash 9,Shoulder Smash 9,N/A,Cross Body Block 8,N/A,Shoulder Block 7,SuperSet '84,8.3%,8.9,63.9%,5.172,5.5%,5.3%,0.0%,5.3%,41.7%,58.3%,2,6,2,7,JakeRob,Young Star
SuperSet '84,Mike Rotunda,DC,DC,DC,OC/TT,OC,OC,OC,DC,DC,OC,DC,B,B,A,A,A,C,Reverse,A,A,B,B,Airplane Spin,14,10,9,10,10 P/A,10 P/A,"[""2""","""6""]","[""2""","""4""]",4,2,Front Chancery 5 (xx),Fireman Carry 10,Airplane Spin (S),Frontal Suplex 10,Reverse Nelson 8,Standing Armbar 7,Double Dropkick 8,Drop Toehold 7,Hammerlock 5*,Ropes,Turnbuckle Jam 5,Dropkicks 8 P/A,N/A,Spin Under Take-down 7,N/A,Shoulder Smash 6,Cross Body Block 6,N/A,Turnbuckle Smash 9,Airplane Spin (S),N/A,Dropkicks 9 P/A,SuperSet '84,11.1%,9.3,61.1%,5.608,0.0%,2.0%,5.1%,1.7%,41.7%,16.7%,2,6,2,4,MikeRot,Young Star
SuperSet '84,Mr. Saito (NEEDS UPDATE),DC,OC,DC,OC,DC,OC,OC/TT,DC,OC,OC,DC,A,Reverse,B,C,A,A,B,B,B,A,A,Hiroshima Sleeper,10,12,8*,11,10,9*,"[""2""","""6""]","[""2""","""7""]",4,3,Oriental Leg Crab 9*,Bodyslam Onto Turnbuckle 8,Choke With Ring Rope 6,Hiroshima Sleeper (S),Pressure Wristlock 8,Judo Chop To Heart 8,Elbow Smash 8 (xx),Kick To Groin 6,Modified Chicken Wing 11,Ropes,Salt In Eyes 5 P/A,Throw Out Of Ring (DQ),Hiroshima Sleeper (S),N/A,N/A,Chop To Throat 10,Back Flip 8,N/A,Shoulder Smash 8,Hiroshima Sleeper (S),N/A,Kick To Stomach 6,SuperSet '84,13.9%,9.1,61.1%,5.415,0.1%,1.7%,4.1%,8.5%,41.7%,58.3%,2,6,2,7,MrSait,Midcard
SuperSet '84,Mr. Saito,DC,OC,DC,OC,DC,OC,OC/TT,DC,OC,OC,DC,A,Reverse,B,C,A,A,B,B,B,A,A,Hiroshima Sleeper,10,12,8*,11,10,9*,"[""2""","""6""]","[""2""","""7""]",4,3,Oriental Leg Crab 7*,Bodyslam Onto Turnbuckle 8,Choke With Ring Rope 6,Hiroshima Sleeper (S),Pressure Wristlock 8,Judo Chop To Heart 8,Elbow Smash 8 (xx),Kick To Groin 6,Modified Chicken Wing 11,Ropes,Salt In Eyes 5 P/A,Throw Out Of Ring (DQ),Hiroshima Sleeper (S),N/A,N/A,Chop To Throat 10,Back Flip 8,N/A,Shoulder Smash 8,Hiroshima Sleeper (S),N/A,Kick To Stomach 6,SuperSet '84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MrSait,Midcard
SuperSet '84,Brett Sawyer,DC,DC,DC,DC,OC,OC,OC,OC,DC,DC,OC/TT,A,Reverse,A,A,B,B,B,B,A,C,A,Flying Forearm Smash,9,10,11,12,13 P/A,14 P/A,"[""2""","""6""]","[""10""","""12""]",3,1,Snap Mare 4 (xx),Boston Crab 7*,Arm Drag 5,Leg-dive Take-down 8,Slam Into Turnbuckle 6,Armlock 7,Double Elbow Smash 6,Side Headlock 5,Sholder Flip 8,Flying Forearm Smash (S),Ropes,Reverse Cradle 10 P/A,N/A,Flying Forearm Smash (S),N/A,N/A,Shoulder Smash 6,Arm Bar 6,N/A,Turnbuckle Smash 5,N/A,Shoulder Smash 7,SuperSet '84,2.8%,7.0,58.3%,4.311,0.0%,1.2%,3.2%,1.6%,41.7%,16.7%,2,6,10,12,BretSawy,Young Star
SuperSet '84,Dirty Dick Slater,OC,DC,OC,OC,DC,OC,DC,OC/TT,OC,DC,OC,A,C,Reverse,B,A,B,B,A,A,B,A,Sleeper Hold,13*,9*,9,9,12,8,"[""2""","""5""]","[""8""","""12""]",5,2,Ropes,Choke On Top Rope 6,Throw Out Of Ring (DQ),Sleeper Hold (S),Rake With Foreign Object 7,Front Suplex 8,Eye Gouge 6 (xx),Smash With Chair 9,Winding Head Smash 7,Elbow To Groin 9,Bite Left Ear 7,Throw Out Of Ring (DQ),Body Slam On Concrete (DQ),Fling Into Crowd (DQ),Sleeper Hold (S),Sleeper Hold (S),Shoulder Smash 9,Back Flip 7,Below The Belt Kick 9,N/A,N/A,N/A,SuperSet '84,11.1%,9.9,61.1%,5.100,5.4%,0.0%,2.4%,8.5%,27.8%,41.7%,2,5,8,12,DickSlat,Regional Champion
SuperSet '84,Ricky Steamboat,DC,DC,OC,DC,OC,OC/TT,OC,OC,DC,DC,DC,B,B,Reverse,A,A,A,A,C,A,B,B,Turnbuckle Body Press,10 P/A,10 P/A,10 P/A,8,9,13,"[""2""","""5""]","[""2""","""8""]",5,4,Ropes,Kapu Sleeper 6,Abdominal Stretch 8*,Double Thrust 9,Front Facelock 7,Flying Headscissors 8,Karate Chop To Gut 7,Turnbuckle Body Press (S),Flying Back Kick 5,Aerial Double Chop 10 (xx),Hawaiian Punch 10,N/A,Reverse Cradle 9 P/A,Reverse Cradle 9 P/A,N/A,Back Body Drop 6,Flying Elbow Spear 7,Figure Four Leglock 7,Shoulder Smash 8,N/A,Shoulder Smash 7,N/A,SuperSet '84,16.7%,10.6,63.9%,5.750,0.0%,3.8%,5.3%,3.5%,27.8%,72.2%,2,5,2,8,RickSteam,Midcard
SuperSet '84,Tiger Chung Lee,DC,DC,OC/TT,OC,OC,DC,OC,DC,DC,DC,DC,C,A,A,B,A,B,B,B,A,Reverse,A,Martial Arts,9,11,10 P/A,9,11,10 P/A,"[""2""","""7""]","[""11""","""12""]",3,2,Ropes,Martial Arts (S),Flying Mare 5 (xx),Chop To Throat 6,Choke Against Ropes 4,Korean Face-slicer 8,Elbow Smash 5,Throw Out Of Ring (DQ),Backbreaker 8,Anju Piledriver 8 P/A,Kick To Rib Cage 8,Slam Into Ringpost 5,Chop To Throat 4,Cross Body Block 7,N/A,N/A,N/A,N/A,Korean Face-slicer 10,Chop To Lung Region 6,Korean Face-slicer 10,Chop To Head 6,SuperSet '84,8.3%,6.0,47.2%,3.484,5.2%,3.5%,0.0%,3.9%,58.3%,8.3%,2,7,11,12,TigerChuLe,Veteran
SuperSet '84,Boogie Woogie Man Jimmy Valiant,OC,OC,DC,DC,OC,OC,OC,DC,OC/TT,DC,DC,B,Reverse,B,A,B,A,A,A,C,B,A,Sleeper Hold,12*,12,8,10,9,9*,"[""2""","""5""]","[""2""","""5""]",4,2,Ropes,Throw Out Of Ring (DQ),Eye Rake 5,Sleeper Hold (S),Elbow To Jaw 8,Body Slam 6,Piledriver 10,Slam Into Ringpost 7,Thumb To Face 7 (xx),Boogie And Woogie 10,Slam Into Ringpost 6,Shoulder Smash 7,N/A,N/A,Shoulder Smash 8 P/A,Kick To Rib Cage 9,Sleeper Hold (S),Sleeper Hold (S),N/A,Smash To Turnbuckle 9,N/A,Throw Out Of Ring (DQ),SuperSet '84,8.3%,9.1,61.1%,5.284,3.4%,0.2%,2.4%,5.1%,27.8%,27.8%,2,5,2,5,JimmyV,Veteran
SuperSet '84,Nikolai Volkoff (MISSING PAGE),DC,DC,DC,OC,OC,OC,OC,OC/TT,DC,DC,DC,A,C,A,A,B,B,B,A,B,A,Reverse,Russian Backbreaker,15*,15,14*,14,13*,7,"[""2""","""4""]","[""8""","""12""]",5,2,Soviet Crab 7*,Throw Through Ropes (DQ),Commie Slam 9,Head Butt 8,Kick To Chest 8 (xx),Forearm Smashes 7,Russian Boot To Face 6,Freefall Leg Splitter 9,Underhook Suplex 8 P/A,Russian Backbreaker (S),Ropes,Shoulder Smash 7,Elbow To Throat 6 P/A,N/A,Russian Backbreaker (S),Throw Out Of Ring (DQ),N/A,Bodyslam On Press Table (DQ),Cross Body Block 8,N/A,Russian Boot To Face 10,N/A,SuperSet '84,11.1%,10.6,66.7%,5.544,4.2%,5.7%,3.8%,9.3%,16.7%,41.7%,2,4,8,12,NikoVolk,Midcard
SuperSet '84,Kevin Von Erich,DC,DC,DC,DC,OC,OC/TT,OC,OC,OC,DC,OC,B,A,B,Reverse,A,A,A,C,B,A,B,Claw,10*,13*,10*,9,11,12,"[""2""","""4""]","[""2""","""6""]",5,4,Kick To Backside 7,Snap Mare 5,Big Splash 8 P/A,Winding Head Smash 9,Texas Headscissors 6,High Flying Dropkicks 7 (xx),Claw (S),Pinwheel Knee Smash 6,Reverse Chinlock 7,Tumble Roll-up 8 P/A,Ropes,N/A,N/A,Throw Out Of Ring (DQ),Claw (S),Claw (S),Claw (S),Back Smash 5,Leap Off Top Rope 9,Reverse Sunset 9 P/A,N/A,N/A,SuperSet '84,16.7%,10.9,66.7%,5.733,0.2%,9.4%,5.0%,11.1%,16.7%,41.7%,2,4,2,6,KevinVE,Regional Champion
SuperSet '84,Baron Von Raschke,DC,DC,DC,OC,DC,OC,OC,OC,DC,OC/TT,OC,A,C,Reverse,A,B,B,B,A,B,A,A,Brain Klaw,9,10,10*,11,12,8*,"[""2""","""5""]","[""2""","""5""]",4,1,The Ally Drop 11 P/A,Rib Cage Claw 10 (xx),Kick Out Of Ring (DQ),Choke With Cape 10,Knee To Throat 6,Leg Twister 5,Headlock 6,Smash With Chair 10,Brain Klaw (S),Bismarck Sleeper 8,Ropes,Shoulder Block 7,Back Flip 6,N/A,Brain Klaw (S),N/A,Brain Klaw (S),Throw Out Of Ring (DQ),Brain Klaw (S),Knee To Gut 8 P/A,N/A,N/A,SuperSet '84,5.6%,8.9,61.1%,5.039,5.3%,1.8%,1.9%,3.4%,27.8%,27.8%,2,5,2,5,BaronVR,Veteran
SuperSet '84,Pistol Pez Whatley (NEEDS UPDATE),OC,OC/TT,DC,DC,OC,OC,OC,DC,DC,OC,OC,A,Reverse,A,B,B,B,B,A,C,A,A,Oklahoma Sideroll,11 P/A,9 P/A,8,12,10,10,"[""2""","""6""]","[""9""","""12""]",4,2,Ropes,Leg Dive Takedown 7 (xx),Flying Dropkick 9,Elbow Smash 7,Frontal Headlock 9,Armbar 6,Monkey Flip 8,Full Nelson 6,Bodyslam 7 P/A,Oklahoma Sideroll (S),Backbreaker 9,N/A,N/A,Monkey Flip 8,Elbow Smash To Gut 8,N/A,Cross Bodyblock 7,Shoulder Smash 6,N/A,Shoulder Smash 8,N/A,Reverse Cradle 7 P/A,SuperSet '84,5.6%,8.7,61.1%,5.022,0.0%,6.3%,0.0%,3.4%,41.7%,27.8%,2,6,9,12,PezWhat,Midcard
SuperSet '84,Pistol Pez Whatley,OC,OC/TT,DC,DC,OC,OC,OC,DC,DC,OC,OC,A,Reverse,A,B,B,B,B,A,C,A,A,Oklahoma Sideroll,11 P/A,9 P/A,8,12,10,10,"[""2""","""6""]","[""9""","""12""]",4,1,Ropes,Leg Dive Takedown 7 (xx),Flying Dropkick 9,Elbow Smash 7,Frontal Headlock 9,Armbar 6,Monkey Flip 8,Full Nelson 6,Bodyslam 7 P/A,Oklahoma Sideroll (S),Backbreaker 9,N/A,N/A,Monkey Flip 8,Elbow Smash To Gut 8,N/A,Cross Bodyblock 7,Shoulder Smash 6,N/A,Shoulder Smash 8,N/A,Reverse Cradle 7 P/A,SuperSet '84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PezWhat,Midcard
SuperSet '84,Jay Youngblood,OC,OC,DC,DC,OC,OC,OC/TT,DC,DC,OC,OC,B,B,B,C,A,A,A,Reverse,B,B,A,Tomahawk Chop,10,11 P/A,14,9,12 P/A,11,"[""2""","""6""]","[""6""","""12""]",5,4,Ropes,Indian Deathlock 10*,Winding Suplex 9 (xx),Headlock 5,Reverse Suplex 8,Flying Dropkicks 7,Arm Bar 5,Pow-wow Sleeper 7,Tomahawk Chop (S),Reverse Sunset 7 P/A,Abdominal Stretch 5,N/A,Tomahawk Chop (S),N/A,Flying Scissorlock 9,Shoulder Smash 8,Cross-ankle Take-down 5,Shoulder Smash 7,N/A,Reverse Cradle 10 P/A,N/A,Reverse Cradle 10 P/A,SuperSet '84,13.9%,9.9,61.1%,5.147,0.0%,5.3%,3.4%,5.1%,41.7%,72.2%,2,6,6,12,jayYou,Midcard
SuperSet '84,B. Brian Blair,DC,OC,OC/TT,DC,OC,OC,DC,OC,DC,OC,DC,A,A,Reverse,C,B,A,A,A,B,B,A,Flying Elbow Smash,11,12,13 P/A,8,10,12,"[""2""","""6""]","[""2""","""5""]",4,2,Small Package 8 P/A,Bb Bodyslam 7,Flying Elbow Smash (S),Horizontal Suplex 9,Wrist Twist 6,Continuous Forearms 7,Right Hand Smash 6,Sunset Flip 7,Atomic Knee Drop 9,Slam On Ring Apron 9,Ropes,Cradle 9 P/A,Flying Elbow Smash (S),N/A,Leap Frog 6,Bodyblock 7,N/A,Shoulder Block 8,Leap Frog 6,N/A,N/A,Throw Out Of Ring (DQ),SuperSet '84,8.3%,9.0,61.1%,5.323,0.0%,2.6%,0.0%,0.0%,41.7%,27.8%,2,6,2,5,BrianBla,Young Star
